"","a_total","b_total","sample_size","posterior"
"168721",23,82,100,1
"168722",23,83,100,1
"168723",23,84,100,1
"168724",23,85,100,1
"168725",23,86,100,1
"168726",23,87,100,1
"168727",23,88,100,1
"168728",23,89,100,1
"168729",23,90,100,1
"168730",23,91,100,1
"168731",23,92,100,1
"168732",23,93,100,1
"168733",23,94,100,1
"168734",23,95,100,1
"168735",23,96,100,1
"168736",23,97,100,1
"168737",23,98,100,1
"168738",23,99,100,1
"168739",23,100,100,1
"168740",24,25,100,0.5599
"168741",24,26,100,0.6327
"168742",24,27,100,0.6966
"168743",24,28,100,0.7406
"168744",24,29,100,0.7913
"168745",24,30,100,0.8305
"168746",24,31,100,0.867
"168747",24,32,100,0.888
"168748",24,33,100,0.9187
"168749",24,34,100,0.9375
"168750",24,35,100,0.9555
"168751",24,36,100,0.9638
"168752",24,37,100,0.9758
"168753",24,38,100,0.985
"168754",24,39,100,0.9882
"168755",24,40,100,0.994
"168756",24,41,100,0.9939
"168757",24,42,100,0.9964
"168758",24,43,100,0.9975
"168759",24,44,100,0.998
"168760",24,45,100,0.9987
"168761",24,46,100,0.999
"168762",24,47,100,0.9999
"168763",24,48,100,1
"168764",24,49,100,0.9997
"168765",24,50,100,1
"168766",24,51,100,1
"168767",24,52,100,1
"168768",24,53,100,1
"168769",24,54,100,1
"168770",24,55,100,1
"168771",24,56,100,1
"168772",24,57,100,1
"168773",24,58,100,1
"168774",24,59,100,1
"168775",24,60,100,1
"168776",24,61,100,1
"168777",24,62,100,1
"168778",24,63,100,1
"168779",24,64,100,1
"168780",24,65,100,1
"168781",24,66,100,1
"168782",24,67,100,1
"168783",24,68,100,1
"168784",24,69,100,1
"168785",24,70,100,1
"168786",24,71,100,1
"168787",24,72,100,1
"168788",24,73,100,1
"168789",24,74,100,1
"168790",24,75,100,1
"168791",24,76,100,1
"168792",24,77,100,1
"168793",24,78,100,1
"168794",24,79,100,1
"168795",24,80,100,1
"168796",24,81,100,1
"168797",24,82,100,1
"168798",24,83,100,1
"168799",24,84,100,1
"168800",24,85,100,1
"168801",24,86,100,1
"168802",24,87,100,1
"168803",24,88,100,1
"168804",24,89,100,1
"168805",24,90,100,1
"168806",24,91,100,1
"168807",24,92,100,1
"168808",24,93,100,1
"168809",24,94,100,1
"168810",24,95,100,1
"168811",24,96,100,1
"168812",24,97,100,1
"168813",24,98,100,1
"168814",24,99,100,1
"168815",24,100,100,1
"168816",25,26,100,0.5648
"168817",25,27,100,0.6301
"168818",25,28,100,0.6812
"168819",25,29,100,0.7342
"168820",25,30,100,0.7872
"168821",25,31,100,0.8234
"168822",25,32,100,0.8616
"168823",25,33,100,0.8911
"168824",25,34,100,0.9181
"168825",25,35,100,0.9353
"168826",25,36,100,0.9581
"168827",25,37,100,0.9645
"168828",25,38,100,0.9733
"168829",25,39,100,0.9813
"168830",25,40,100,0.9884
"168831",25,41,100,0.9925
"168832",25,42,100,0.9936
"168833",25,43,100,0.9969
"168834",25,44,100,0.9978
"168835",25,45,100,0.9979
"168836",25,46,100,0.9989
"168837",25,47,100,0.9994
"168838",25,48,100,0.9996
"168839",25,49,100,0.9998
"168840",25,50,100,0.9999
"168841",25,51,100,0.9999
"168842",25,52,100,0.9999
"168843",25,53,100,0.9999
"168844",25,54,100,1
"168845",25,55,100,1
"168846",25,56,100,1
"168847",25,57,100,1
"168848",25,58,100,1
"168849",25,59,100,1
"168850",25,60,100,1
"168851",25,61,100,1
"168852",25,62,100,1
"168853",25,63,100,1
"168854",25,64,100,1
"168855",25,65,100,1
"168856",25,66,100,1
"168857",25,67,100,1
"168858",25,68,100,1
"168859",25,69,100,1
"168860",25,70,100,1
"168861",25,71,100,1
"168862",25,72,100,1
"168863",25,73,100,1
"168864",25,74,100,1
"168865",25,75,100,1
"168866",25,76,100,1
"168867",25,77,100,1
"168868",25,78,100,1
"168869",25,79,100,1
"168870",25,80,100,1
"168871",25,81,100,1
"168872",25,82,100,1
"168873",25,83,100,1
"168874",25,84,100,1
"168875",25,85,100,1
"168876",25,86,100,1
"168877",25,87,100,1
"168878",25,88,100,1
"168879",25,89,100,1
"168880",25,90,100,1
"168881",25,91,100,1
"168882",25,92,100,1
"168883",25,93,100,1
"168884",25,94,100,1
"168885",25,95,100,1
"168886",25,96,100,1
"168887",25,97,100,1
"168888",25,98,100,1
"168889",25,99,100,1
"168890",25,100,100,1
"168891",26,27,100,0.5613
"168892",26,28,100,0.6228
"168893",26,29,100,0.6771
"168894",26,30,100,0.7391
"168895",26,31,100,0.7833
"168896",26,32,100,0.8184
"168897",26,33,100,0.8644
"168898",26,34,100,0.891
"168899",26,35,100,0.9177
"168900",26,36,100,0.9345
"168901",26,37,100,0.9556
"168902",26,38,100,0.9653
"168903",26,39,100,0.9741
"168904",26,40,100,0.9807
"168905",26,41,100,0.9867
"168906",26,42,100,0.9902
"168907",26,43,100,0.993
"168908",26,44,100,0.9959
"168909",26,45,100,0.9971
"168910",26,46,100,0.9976
"168911",26,47,100,0.9989
"168912",26,48,100,0.9997
"168913",26,49,100,0.9998
"168914",26,50,100,0.9997
"168915",26,51,100,1
"168916",26,52,100,1
"168917",26,53,100,1
"168918",26,54,100,1
"168919",26,55,100,1
"168920",26,56,100,1
"168921",26,57,100,1
"168922",26,58,100,1
"168923",26,59,100,1
"168924",26,60,100,1
"168925",26,61,100,1
"168926",26,62,100,1
"168927",26,63,100,1
"168928",26,64,100,1
"168929",26,65,100,1
"168930",26,66,100,1
"168931",26,67,100,1
"168932",26,68,100,1
"168933",26,69,100,1
"168934",26,70,100,1
"168935",26,71,100,1
"168936",26,72,100,1
"168937",26,73,100,1
"168938",26,74,100,1
"168939",26,75,100,1
"168940",26,76,100,1
"168941",26,77,100,1
"168942",26,78,100,1
"168943",26,79,100,1
"168944",26,80,100,1
"168945",26,81,100,1
"168946",26,82,100,1
"168947",26,83,100,1
"168948",26,84,100,1
"168949",26,85,100,1
"168950",26,86,100,1
"168951",26,87,100,1
"168952",26,88,100,1
"168953",26,89,100,1
"168954",26,90,100,1
"168955",26,91,100,1
"168956",26,92,100,1
"168957",26,93,100,1
"168958",26,94,100,1
"168959",26,95,100,1
"168960",26,96,100,1
"168961",26,97,100,1
"168962",26,98,100,1
"168963",26,99,100,1
"168964",26,100,100,1
"168965",27,28,100,0.5594
"168966",27,29,100,0.628
"168967",27,30,100,0.683
"168968",27,31,100,0.73
"168969",27,32,100,0.776
"168970",27,33,100,0.8209
"168971",27,34,100,0.8625
"168972",27,35,100,0.8824
"168973",27,36,100,0.9138
"168974",27,37,100,0.9361
"168975",27,38,100,0.948
"168976",27,39,100,0.9648
"168977",27,40,100,0.975
"168978",27,41,100,0.9801
"168979",27,42,100,0.9875
"168980",27,43,100,0.9894
"168981",27,44,100,0.9941
"168982",27,45,100,0.9967
"168983",27,46,100,0.9971
"168984",27,47,100,0.9981
"168985",27,48,100,0.9988
"168986",27,49,100,0.9995
"168987",27,50,100,0.9994
"168988",27,51,100,0.9999
"168989",27,52,100,0.9998
"168990",27,53,100,0.9997
"168991",27,54,100,1
"168992",27,55,100,0.9999
"168993",27,56,100,1
"168994",27,57,100,1
"168995",27,58,100,1
"168996",27,59,100,1
"168997",27,60,100,1
"168998",27,61,100,1
"168999",27,62,100,1
"169000",27,63,100,1
"169001",27,64,100,1
"169002",27,65,100,1
"169003",27,66,100,1
"169004",27,67,100,1
"169005",27,68,100,1
"169006",27,69,100,1
"169007",27,70,100,1
"169008",27,71,100,1
"169009",27,72,100,1
"169010",27,73,100,1
"169011",27,74,100,1
"169012",27,75,100,1
"169013",27,76,100,1
"169014",27,77,100,1
"169015",27,78,100,1
"169016",27,79,100,1
"169017",27,80,100,1
"169018",27,81,100,1
"169019",27,82,100,1
"169020",27,83,100,1
"169021",27,84,100,1
"169022",27,85,100,1
"169023",27,86,100,1
"169024",27,87,100,1
"169025",27,88,100,1
"169026",27,89,100,1
"169027",27,90,100,1
"169028",27,91,100,1
"169029",27,92,100,1
"169030",27,93,100,1
"169031",27,94,100,1
"169032",27,95,100,1
"169033",27,96,100,1
"169034",27,97,100,1
"169035",27,98,100,1
"169036",27,99,100,1
"169037",27,100,100,1
"169038",28,29,100,0.5667
"169039",28,30,100,0.6225
"169040",28,31,100,0.6795
"169041",28,32,100,0.7338
"169042",28,33,100,0.7714
"169043",28,34,100,0.8218
"169044",28,35,100,0.857
"169045",28,36,100,0.8895
"169046",28,37,100,0.9075
"169047",28,38,100,0.9322
"169048",28,39,100,0.952
"169049",28,40,100,0.9649
"169050",28,41,100,0.9698
"169051",28,42,100,0.9807
"169052",28,43,100,0.9851
"169053",28,44,100,0.9897
"169054",28,45,100,0.9944
"169055",28,46,100,0.9958
"169056",28,47,100,0.9972
"169057",28,48,100,0.9984
"169058",28,49,100,0.9993
"169059",28,50,100,0.9989
"169060",28,51,100,0.9998
"169061",28,52,100,0.9998
"169062",28,53,100,0.9997
"169063",28,54,100,1
"169064",28,55,100,0.9999
"169065",28,56,100,0.9999
"169066",28,57,100,1
"169067",28,58,100,1
"169068",28,59,100,1
"169069",28,60,100,1
"169070",28,61,100,1
"169071",28,62,100,1
"169072",28,63,100,1
"169073",28,64,100,1
"169074",28,65,100,1
"169075",28,66,100,1
"169076",28,67,100,1
"169077",28,68,100,1
"169078",28,69,100,1
"169079",28,70,100,1
"169080",28,71,100,1
"169081",28,72,100,1
"169082",28,73,100,1
"169083",28,74,100,1
"169084",28,75,100,1
"169085",28,76,100,1
"169086",28,77,100,1
"169087",28,78,100,1
"169088",28,79,100,1
"169089",28,80,100,1
"169090",28,81,100,1
"169091",28,82,100,1
"169092",28,83,100,1
"169093",28,84,100,1
"169094",28,85,100,1
"169095",28,86,100,1
"169096",28,87,100,1
"169097",28,88,100,1
"169098",28,89,100,1
"169099",28,90,100,1
"169100",28,91,100,1
"169101",28,92,100,1
"169102",28,93,100,1
"169103",28,94,100,1
"169104",28,95,100,1
"169105",28,96,100,1
"169106",28,97,100,1
"169107",28,98,100,1
"169108",28,99,100,1
"169109",28,100,100,1
"169110",29,30,100,0.5631
"169111",29,31,100,0.6199
"169112",29,32,100,0.6846
"169113",29,33,100,0.7322
"169114",29,34,100,0.7659
"169115",29,35,100,0.8174
"169116",29,36,100,0.8529
"169117",29,37,100,0.8775
"169118",29,38,100,0.9103
"169119",29,39,100,0.9267
"169120",29,40,100,0.949
"169121",29,41,100,0.9631
"169122",29,42,100,0.9719
"169123",29,43,100,0.9781
"169124",29,44,100,0.9839
"169125",29,45,100,0.9921
"169126",29,46,100,0.9925
"169127",29,47,100,0.9963
"169128",29,48,100,0.9971
"169129",29,49,100,0.9977
"169130",29,50,100,0.9986
"169131",29,51,100,0.9992
"169132",29,52,100,0.9997
"169133",29,53,100,0.9992
"169134",29,54,100,0.9999
"169135",29,55,100,1
"169136",29,56,100,0.9999
"169137",29,57,100,0.9999
"169138",29,58,100,1
"169139",29,59,100,1
"169140",29,60,100,1
"169141",29,61,100,1
"169142",29,62,100,1
"169143",29,63,100,1
"169144",29,64,100,1
"169145",29,65,100,1
"169146",29,66,100,1
"169147",29,67,100,1
"169148",29,68,100,1
"169149",29,69,100,1
"169150",29,70,100,1
"169151",29,71,100,1
"169152",29,72,100,1
"169153",29,73,100,1
"169154",29,74,100,1
"169155",29,75,100,1
"169156",29,76,100,1
"169157",29,77,100,1
"169158",29,78,100,1
"169159",29,79,100,1
"169160",29,80,100,1
"169161",29,81,100,1
"169162",29,82,100,1
"169163",29,83,100,1
"169164",29,84,100,1
"169165",29,85,100,1
"169166",29,86,100,1
"169167",29,87,100,1
"169168",29,88,100,1
"169169",29,89,100,1
"169170",29,90,100,1
"169171",29,91,100,1
"169172",29,92,100,1
"169173",29,93,100,1
"169174",29,94,100,1
"169175",29,95,100,1
"169176",29,96,100,1
"169177",29,97,100,1
"169178",29,98,100,1
"169179",29,99,100,1
"169180",29,100,100,1
"169181",30,31,100,0.5458
"169182",30,32,100,0.6166
"169183",30,33,100,0.6666
"169184",30,34,100,0.731
"169185",30,35,100,0.7696
"169186",30,36,100,0.8144
"169187",30,37,100,0.8534
"169188",30,38,100,0.8829
"169189",30,39,100,0.9109
"169190",30,40,100,0.9308
"169191",30,41,100,0.9458
"169192",30,42,100,0.9614
"169193",30,43,100,0.9726
"169194",30,44,100,0.9794
"169195",30,45,100,0.9863
"169196",30,46,100,0.9911
"169197",30,47,100,0.9931
"169198",30,48,100,0.9958
"169199",30,49,100,0.9962
"169200",30,50,100,0.9978
"169201",30,51,100,0.9989
"169202",30,52,100,0.9994
"169203",30,53,100,0.9995
"169204",30,54,100,0.9995
"169205",30,55,100,0.9998
"169206",30,56,100,1
"169207",30,57,100,0.9998
"169208",30,58,100,1
"169209",30,59,100,1
"169210",30,60,100,1
"169211",30,61,100,1
"169212",30,62,100,1
"169213",30,63,100,1
"169214",30,64,100,1
"169215",30,65,100,1
"169216",30,66,100,1
"169217",30,67,100,1
"169218",30,68,100,1
"169219",30,69,100,1
"169220",30,70,100,1
"169221",30,71,100,1
"169222",30,72,100,1
"169223",30,73,100,1
"169224",30,74,100,1
"169225",30,75,100,1
"169226",30,76,100,1
"169227",30,77,100,1
"169228",30,78,100,1
"169229",30,79,100,1
"169230",30,80,100,1
"169231",30,81,100,1
"169232",30,82,100,1
"169233",30,83,100,1
"169234",30,84,100,1
"169235",30,85,100,1
"169236",30,86,100,1
"169237",30,87,100,1
"169238",30,88,100,1
"169239",30,89,100,1
"169240",30,90,100,1
"169241",30,91,100,1
"169242",30,92,100,1
"169243",30,93,100,1
"169244",30,94,100,1
"169245",30,95,100,1
"169246",30,96,100,1
"169247",30,97,100,1
"169248",30,98,100,1
"169249",30,99,100,1
"169250",30,100,100,1
"169251",31,32,100,0.5672
"169252",31,33,100,0.6145
"169253",31,34,100,0.6745
"169254",31,35,100,0.73
"169255",31,36,100,0.7732
"169256",31,37,100,0.8109
"169257",31,38,100,0.8494
"169258",31,39,100,0.8806
"169259",31,40,100,0.9079
"169260",31,41,100,0.9317
"169261",31,42,100,0.9454
"169262",31,43,100,0.9581
"169263",31,44,100,0.9709
"169264",31,45,100,0.977
"169265",31,46,100,0.9859
"169266",31,47,100,0.9908
"169267",31,48,100,0.994
"169268",31,49,100,0.9951
"169269",31,50,100,0.9975
"169270",31,51,100,0.9986
"169271",31,52,100,0.9991
"169272",31,53,100,0.9992
"169273",31,54,100,0.999
"169274",31,55,100,0.9997
"169275",31,56,100,0.9999
"169276",31,57,100,0.9999
"169277",31,58,100,0.9998
"169278",31,59,100,0.9999
"169279",31,60,100,0.9999
"169280",31,61,100,1
"169281",31,62,100,1
"169282",31,63,100,1
"169283",31,64,100,1
"169284",31,65,100,1
"169285",31,66,100,1
"169286",31,67,100,1
"169287",31,68,100,1
"169288",31,69,100,1
"169289",31,70,100,1
"169290",31,71,100,1
"169291",31,72,100,1
"169292",31,73,100,1
"169293",31,74,100,1
"169294",31,75,100,1
"169295",31,76,100,1
"169296",31,77,100,1
"169297",31,78,100,1
"169298",31,79,100,1
"169299",31,80,100,1
"169300",31,81,100,1
"169301",31,82,100,1
"169302",31,83,100,1
"169303",31,84,100,1
"169304",31,85,100,1
"169305",31,86,100,1
"169306",31,87,100,1
"169307",31,88,100,1
"169308",31,89,100,1
"169309",31,90,100,1
"169310",31,91,100,1
"169311",31,92,100,1
"169312",31,93,100,1
"169313",31,94,100,1
"169314",31,95,100,1
"169315",31,96,100,1
"169316",31,97,100,1
"169317",31,98,100,1
"169318",31,99,100,1
"169319",31,100,100,1
"169320",32,33,100,0.5559
"169321",32,34,100,0.6105
"169322",32,35,100,0.6691
"169323",32,36,100,0.7146
"169324",32,37,100,0.7623
"169325",32,38,100,0.8127
"169326",32,39,100,0.8466
"169327",32,40,100,0.8837
"169328",32,41,100,0.9043
"169329",32,42,100,0.9268
"169330",32,43,100,0.9456
"169331",32,44,100,0.9589
"169332",32,45,100,0.9703
"169333",32,46,100,0.9761
"169334",32,47,100,0.9855
"169335",32,48,100,0.9885
"169336",32,49,100,0.9914
"169337",32,50,100,0.9952
"169338",32,51,100,0.9973
"169339",32,52,100,0.9975
"169340",32,53,100,0.9983
"169341",32,54,100,0.9989
"169342",32,55,100,0.9993
"169343",32,56,100,0.9995
"169344",32,57,100,0.9997
"169345",32,58,100,1
"169346",32,59,100,1
"169347",32,60,100,1
"169348",32,61,100,1
"169349",32,62,100,0.9999
"169350",32,63,100,1
"169351",32,64,100,1
"169352",32,65,100,1
"169353",32,66,100,1
"169354",32,67,100,1
"169355",32,68,100,1
"169356",32,69,100,1
"169357",32,70,100,1
"169358",32,71,100,1
"169359",32,72,100,1
"169360",32,73,100,1
"169361",32,74,100,1
"169362",32,75,100,1
"169363",32,76,100,1
"169364",32,77,100,1
"169365",32,78,100,1
"169366",32,79,100,1
"169367",32,80,100,1
"169368",32,81,100,1
"169369",32,82,100,1
"169370",32,83,100,1
"169371",32,84,100,1
"169372",32,85,100,1
"169373",32,86,100,1
"169374",32,87,100,1
"169375",32,88,100,1
"169376",32,89,100,1
"169377",32,90,100,1
"169378",32,91,100,1
"169379",32,92,100,1
"169380",32,93,100,1
"169381",32,94,100,1
"169382",32,95,100,1
"169383",32,96,100,1
"169384",32,97,100,1
"169385",32,98,100,1
"169386",32,99,100,1
"169387",32,100,100,1
"169388",33,34,100,0.5589
"169389",33,35,100,0.6292
"169390",33,36,100,0.6772
"169391",33,37,100,0.7296
"169392",33,38,100,0.76
"169393",33,39,100,0.8041
"169394",33,40,100,0.8514
"169395",33,41,100,0.8771
"169396",33,42,100,0.9041
"169397",33,43,100,0.9235
"169398",33,44,100,0.9445
"169399",33,45,100,0.9613
"169400",33,46,100,0.9721
"169401",33,47,100,0.9781
"169402",33,48,100,0.9836
"169403",33,49,100,0.9875
"169404",33,50,100,0.9919
"169405",33,51,100,0.9944
"169406",33,52,100,0.9974
"169407",33,53,100,0.9976
"169408",33,54,100,0.999
"169409",33,55,100,0.9995
"169410",33,56,100,0.9996
"169411",33,57,100,0.9996
"169412",33,58,100,0.9998
"169413",33,59,100,0.9998
"169414",33,60,100,1
"169415",33,61,100,1
"169416",33,62,100,1
"169417",33,63,100,1
"169418",33,64,100,1
"169419",33,65,100,1
"169420",33,66,100,1
"169421",33,67,100,1
"169422",33,68,100,1
"169423",33,69,100,1
"169424",33,70,100,1
"169425",33,71,100,1
"169426",33,72,100,1
"169427",33,73,100,1
"169428",33,74,100,1
"169429",33,75,100,1
"169430",33,76,100,1
"169431",33,77,100,1
"169432",33,78,100,1
"169433",33,79,100,1
"169434",33,80,100,1
"169435",33,81,100,1
"169436",33,82,100,1
"169437",33,83,100,1
"169438",33,84,100,1
"169439",33,85,100,1
"169440",33,86,100,1
"169441",33,87,100,1
"169442",33,88,100,1
"169443",33,89,100,1
"169444",33,90,100,1
"169445",33,91,100,1
"169446",33,92,100,1
"169447",33,93,100,1
"169448",33,94,100,1
"169449",33,95,100,1
"169450",33,96,100,1
"169451",33,97,100,1
"169452",33,98,100,1
"169453",33,99,100,1
"169454",33,100,100,1
"169455",34,35,100,0.5666
"169456",34,36,100,0.6274
"169457",34,37,100,0.6653
"169458",34,38,100,0.719
"169459",34,39,100,0.7651
"169460",34,40,100,0.8115
"169461",34,41,100,0.8426
"169462",34,42,100,0.8781
"169463",34,43,100,0.9031
"169464",34,44,100,0.924
"169465",34,45,100,0.9423
"169466",34,46,100,0.9567
"169467",34,47,100,0.9688
"169468",34,48,100,0.9768
"169469",34,49,100,0.9858
"169470",34,50,100,0.9887
"169471",34,51,100,0.9911
"169472",34,52,100,0.9944
"169473",34,53,100,0.9968
"169474",34,54,100,0.998
"169475",34,55,100,0.999
"169476",34,56,100,0.9991
"169477",34,57,100,0.9996
"169478",34,58,100,0.9999
"169479",34,59,100,0.9997
"169480",34,60,100,1
"169481",34,61,100,1
"169482",34,62,100,1
"169483",34,63,100,1
"169484",34,64,100,0.9999
"169485",34,65,100,1
"169486",34,66,100,1
"169487",34,67,100,1
"169488",34,68,100,1
"169489",34,69,100,1
"169490",34,70,100,1
"169491",34,71,100,1
"169492",34,72,100,1
"169493",34,73,100,1
"169494",34,74,100,1
"169495",34,75,100,1
"169496",34,76,100,1
"169497",34,77,100,1
"169498",34,78,100,1
"169499",34,79,100,1
"169500",34,80,100,1
"169501",34,81,100,1
"169502",34,82,100,1
"169503",34,83,100,1
"169504",34,84,100,1
"169505",34,85,100,1
"169506",34,86,100,1
"169507",34,87,100,1
"169508",34,88,100,1
"169509",34,89,100,1
"169510",34,90,100,1
"169511",34,91,100,1
"169512",34,92,100,1
"169513",34,93,100,1
"169514",34,94,100,1
"169515",34,95,100,1
"169516",34,96,100,1
"169517",34,97,100,1
"169518",34,98,100,1
"169519",34,99,100,1
"169520",34,100,100,1
"169521",35,36,100,0.5573
"169522",35,37,100,0.6153
"169523",35,38,100,0.6693
"169524",35,39,100,0.719
"169525",35,40,100,0.7658
"169526",35,41,100,0.8139
"169527",35,42,100,0.8384
"169528",35,43,100,0.8742
"169529",35,44,100,0.8961
"169530",35,45,100,0.923
"169531",35,46,100,0.9397
"169532",35,47,100,0.9548
"169533",35,48,100,0.9678
"169534",35,49,100,0.9771
"169535",35,50,100,0.9839
"169536",35,51,100,0.9888
"169537",35,52,100,0.992
"169538",35,53,100,0.9949
"169539",35,54,100,0.9966
"169540",35,55,100,0.9974
"169541",35,56,100,0.9987
"169542",35,57,100,0.9994
"169543",35,58,100,0.9995
"169544",35,59,100,0.9999
"169545",35,60,100,0.9999
"169546",35,61,100,0.9997
"169547",35,62,100,0.9999
"169548",35,63,100,1
"169549",35,64,100,1
"169550",35,65,100,1
"169551",35,66,100,1
"169552",35,67,100,1
"169553",35,68,100,1
"169554",35,69,100,1
"169555",35,70,100,1
"169556",35,71,100,1
"169557",35,72,100,1
"169558",35,73,100,1
"169559",35,74,100,1
"169560",35,75,100,1
"169561",35,76,100,1
"169562",35,77,100,1
"169563",35,78,100,1
"169564",35,79,100,1
"169565",35,80,100,1
"169566",35,81,100,1
"169567",35,82,100,1
"169568",35,83,100,1
"169569",35,84,100,1
"169570",35,85,100,1
"169571",35,86,100,1
"169572",35,87,100,1
"169573",35,88,100,1
"169574",35,89,100,1
"169575",35,90,100,1
"169576",35,91,100,1
"169577",35,92,100,1
"169578",35,93,100,1
"169579",35,94,100,1
"169580",35,95,100,1
"169581",35,96,100,1
"169582",35,97,100,1
"169583",35,98,100,1
"169584",35,99,100,1
"169585",35,100,100,1
"169586",36,37,100,0.5561
"169587",36,38,100,0.6162
"169588",36,39,100,0.6731
"169589",36,40,100,0.7207
"169590",36,41,100,0.765
"169591",36,42,100,0.8033
"169592",36,43,100,0.8441
"169593",36,44,100,0.8735
"169594",36,45,100,0.8996
"169595",36,46,100,0.927
"169596",36,47,100,0.9447
"169597",36,48,100,0.9548
"169598",36,49,100,0.9672
"169599",36,50,100,0.9775
"169600",36,51,100,0.9837
"169601",36,52,100,0.988
"169602",36,53,100,0.9924
"169603",36,54,100,0.995
"169604",36,55,100,0.9978
"169605",36,56,100,0.9984
"169606",36,57,100,0.9989
"169607",36,58,100,0.9991
"169608",36,59,100,0.9996
"169609",36,60,100,0.9996
"169610",36,61,100,0.9999
"169611",36,62,100,0.9996
"169612",36,63,100,0.9999
"169613",36,64,100,1
"169614",36,65,100,1
"169615",36,66,100,1
"169616",36,67,100,0.9999
"169617",36,68,100,1
"169618",36,69,100,1
"169619",36,70,100,1
"169620",36,71,100,1
"169621",36,72,100,1
"169622",36,73,100,1
"169623",36,74,100,1
"169624",36,75,100,1
"169625",36,76,100,1
"169626",36,77,100,1
"169627",36,78,100,1
"169628",36,79,100,1
"169629",36,80,100,1
"169630",36,81,100,1
"169631",36,82,100,1
"169632",36,83,100,1
"169633",36,84,100,1
"169634",36,85,100,1
"169635",36,86,100,1
"169636",36,87,100,1
"169637",36,88,100,1
"169638",36,89,100,1
"169639",36,90,100,1
"169640",36,91,100,1
"169641",36,92,100,1
"169642",36,93,100,1
"169643",36,94,100,1
"169644",36,95,100,1
"169645",36,96,100,1
"169646",36,97,100,1
"169647",36,98,100,1
"169648",36,99,100,1
"169649",36,100,100,1
"169650",37,38,100,0.5685
"169651",37,39,100,0.6173
"169652",37,40,100,0.666
"169653",37,41,100,0.7122
"169654",37,42,100,0.7645
"169655",37,43,100,0.8039
"169656",37,44,100,0.8401
"169657",37,45,100,0.8717
"169658",37,46,100,0.8981
"169659",37,47,100,0.9255
"169660",37,48,100,0.9377
"169661",37,49,100,0.9555
"169662",37,50,100,0.9687
"169663",37,51,100,0.9766
"169664",37,52,100,0.9839
"169665",37,53,100,0.9858
"169666",37,54,100,0.9923
"169667",37,55,100,0.9954
"169668",37,56,100,0.9977
"169669",37,57,100,0.9972
"169670",37,58,100,0.9985
"169671",37,59,100,0.9992
"169672",37,60,100,0.9993
"169673",37,61,100,0.9997
"169674",37,62,100,0.9998
"169675",37,63,100,1
"169676",37,64,100,1
"169677",37,65,100,1
"169678",37,66,100,1
"169679",37,67,100,1
"169680",37,68,100,1
"169681",37,69,100,1
"169682",37,70,100,1
"169683",37,71,100,1
"169684",37,72,100,1
"169685",37,73,100,1
"169686",37,74,100,1
"169687",37,75,100,1
"169688",37,76,100,1
"169689",37,77,100,1
"169690",37,78,100,1
"169691",37,79,100,1
"169692",37,80,100,1
"169693",37,81,100,1
"169694",37,82,100,1
"169695",37,83,100,1
"169696",37,84,100,1
"169697",37,85,100,1
"169698",37,86,100,1
"169699",37,87,100,1
"169700",37,88,100,1
"169701",37,89,100,1
"169702",37,90,100,1
"169703",37,91,100,1
"169704",37,92,100,1
"169705",37,93,100,1
"169706",37,94,100,1
"169707",37,95,100,1
"169708",37,96,100,1
"169709",37,97,100,1
"169710",37,98,100,1
"169711",37,99,100,1
"169712",37,100,100,1
"169713",38,39,100,0.5572
"169714",38,40,100,0.6162
"169715",38,41,100,0.6628
"169716",38,42,100,0.721
"169717",38,43,100,0.759
"169718",38,44,100,0.8016
"169719",38,45,100,0.8393
"169720",38,46,100,0.8775
"169721",38,47,100,0.9035
"169722",38,48,100,0.9228
"169723",38,49,100,0.9406
"169724",38,50,100,0.9531
"169725",38,51,100,0.9676
"169726",38,52,100,0.9779
"169727",38,53,100,0.9828
"169728",38,54,100,0.9887
"169729",38,55,100,0.9913
"169730",38,56,100,0.9946
"169731",38,57,100,0.9964
"169732",38,58,100,0.9977
"169733",38,59,100,0.9988
"169734",38,60,100,0.9992
"169735",38,61,100,0.9994
"169736",38,62,100,0.9999
"169737",38,63,100,0.9996
"169738",38,64,100,0.9999
"169739",38,65,100,1
"169740",38,66,100,0.9999
"169741",38,67,100,1
"169742",38,68,100,1
"169743",38,69,100,1
"169744",38,70,100,1
"169745",38,71,100,1
"169746",38,72,100,1
"169747",38,73,100,1
"169748",38,74,100,1
"169749",38,75,100,1
"169750",38,76,100,1
"169751",38,77,100,1
"169752",38,78,100,1
"169753",38,79,100,1
"169754",38,80,100,1
"169755",38,81,100,1
"169756",38,82,100,1
"169757",38,83,100,1
"169758",38,84,100,1
"169759",38,85,100,1
"169760",38,86,100,1
"169761",38,87,100,1
"169762",38,88,100,1
"169763",38,89,100,1
"169764",38,90,100,1
"169765",38,91,100,1
"169766",38,92,100,1
"169767",38,93,100,1
"169768",38,94,100,1
"169769",38,95,100,1
"169770",38,96,100,1
"169771",38,97,100,1
"169772",38,98,100,1
"169773",38,99,100,1
"169774",38,100,100,1
"169775",39,40,100,0.5589
"169776",39,41,100,0.6136
"169777",39,42,100,0.6611
"169778",39,43,100,0.724
"169779",39,44,100,0.7678
"169780",39,45,100,0.8054
"169781",39,46,100,0.8355
"169782",39,47,100,0.8677
"169783",39,48,100,0.901
"169784",39,49,100,0.9184
"169785",39,50,100,0.9417
"169786",39,51,100,0.9544
