"","a_total","b_total","sample_size","posterior"
"1034",6,13,18,0.9897
"1035",6,14,18,0.9968
"1036",6,15,18,0.999
"1037",6,16,18,0.9998
"1038",6,17,18,0.9999
"1039",6,18,18,1
"1040",7,8,18,0.6201
"1041",7,9,18,0.7494
"1042",7,10,18,0.8342
"1043",7,11,18,0.9035
"1044",7,12,18,0.9459
"1045",7,13,18,0.9772
"1046",7,14,18,0.9889
"1047",7,15,18,0.9972
"1048",7,16,18,0.9994
"1049",7,17,18,0.9998
"1050",7,18,18,1
"1051",8,9,18,0.6321
"1052",8,10,18,0.7407
"1053",8,11,18,0.832
"1054",8,12,18,0.8991
"1055",8,13,18,0.9526
"1056",8,14,18,0.9781
"1057",8,15,18,0.993
"1058",8,16,18,0.9968
"1059",8,17,18,0.9994
"1060",8,18,18,1
"1061",9,10,18,0.6305
"1062",9,11,18,0.7422
"1063",9,12,18,0.8413
"1064",9,13,18,0.9018
"1065",9,14,18,0.956
"1066",9,15,18,0.98
"1067",9,16,18,0.9951
"1068",9,17,18,0.9981
"1069",9,18,18,0.9999
"1070",10,11,18,0.6331
"1071",10,12,18,0.7481
"1072",10,13,18,0.8389
"1073",10,14,18,0.9103
"1074",10,15,18,0.9642
"1075",10,16,18,0.9864
"1076",10,17,18,0.9957
"1077",10,18,18,0.9992
"1078",11,12,18,0.6329
"1079",11,13,18,0.7537
"1080",11,14,18,0.8563
"1081",11,15,18,0.9228
"1082",11,16,18,0.9713
"1083",11,17,18,0.9896
"1084",11,18,18,0.9988
"1085",12,13,18,0.6324
"1086",12,14,18,0.7583
"1087",12,15,18,0.8689
"1088",12,16,18,0.9381
"1089",12,17,18,0.9764
"1090",12,18,18,0.9968
"1091",13,14,18,0.633
"1092",13,15,18,0.7753
"1093",13,16,18,0.8879
"1094",13,17,18,0.957
"1095",13,18,18,0.9897
"1096",14,15,18,0.6529
"1097",14,16,18,0.7929
"1098",14,17,18,0.9118
"1099",14,18,18,0.9789
"1100",15,16,18,0.676
"1101",15,17,18,0.8255
"1102",15,18,18,0.9499
"1103",16,17,18,0.6992
"1104",16,18,18,0.8887
"1105",17,18,18,0.7577
"1106",0,1,19,0.7578
"1107",0,2,19,0.8823
"1108",0,3,19,0.9481
"1109",0,4,19,0.9769
"1110",0,5,19,0.9899
"1111",0,6,19,0.9955
"1112",0,7,19,0.9977
"1113",0,8,19,0.9994
"1114",0,9,19,0.9997
"1115",0,10,19,0.9998
"1116",0,11,19,1
"1117",0,12,19,1
"1118",0,13,19,1
"1119",0,14,19,1
"1120",0,15,19,1
"1121",0,16,19,1
"1122",0,17,19,1
"1123",0,18,19,1
"1124",0,19,19,1
"1125",1,2,19,0.6952
"1126",1,3,19,0.8294
"1127",1,4,19,0.91
"1128",1,5,19,0.9525
"1129",1,6,19,0.9768
"1130",1,7,19,0.99
"1131",1,8,19,0.9951
"1132",1,9,19,0.9974
"1133",1,10,19,0.9995
"1134",1,11,19,0.9998
"1135",1,12,19,0.9998
"1136",1,13,19,1
"1137",1,14,19,1
"1138",1,15,19,1
"1139",1,16,19,1
"1140",1,17,19,1
"1141",1,18,19,1
"1142",1,19,19,1
"1143",2,3,19,0.6767
"1144",2,4,19,0.7957
"1145",2,5,19,0.8857
"1146",2,6,19,0.9368
"1147",2,7,19,0.9684
"1148",2,8,19,0.9835
"1149",2,9,19,0.9919
"1150",2,10,19,0.9977
"1151",2,11,19,0.9987
"1152",2,12,19,0.9995
"1153",2,13,19,0.9999
"1154",2,14,19,1
"1155",2,15,19,1
"1156",2,16,19,1
"1157",2,17,19,1
"1158",2,18,19,1
"1159",2,19,19,1
"1160",3,4,19,0.6588
"1161",3,5,19,0.7727
"1162",3,6,19,0.863
"1163",3,7,19,0.9213
"1164",3,8,19,0.9575
"1165",3,9,19,0.9804
"1166",3,10,19,0.99
"1167",3,11,19,0.9964
"1168",3,12,19,0.9986
"1169",3,13,19,0.9995
"1170",3,14,19,0.9997
"1171",3,15,19,1
"1172",3,16,19,1
"1173",3,17,19,1
"1174",3,18,19,1
"1175",3,19,19,1
"1176",4,5,19,0.643
"1177",4,6,19,0.7615
"1178",4,7,19,0.8463
"1179",4,8,19,0.9105
"1180",4,9,19,0.9532
"1181",4,10,19,0.9765
"1182",4,11,19,0.9895
"1183",4,12,19,0.9953
"1184",4,13,19,0.9985
"1185",4,14,19,0.9994
"1186",4,15,19,0.9998
"1187",4,16,19,0.9999
"1188",4,17,19,0.9999
"1189",4,18,19,1
"1190",4,19,19,1
"1191",5,6,19,0.6347
"1192",5,7,19,0.7433
"1193",5,8,19,0.8368
"1194",5,9,19,0.9079
"1195",5,10,19,0.9459
"1196",5,11,19,0.9754
"1197",5,12,19,0.9872
"1198",5,13,19,0.9956
"1199",5,14,19,0.9986
"1200",5,15,19,0.9994
"1201",5,16,19,0.9997
"1202",5,17,19,1
"1203",5,18,19,1
"1204",5,19,19,1
"1205",6,7,19,0.627
"1206",6,8,19,0.7405
"1207",6,9,19,0.8364
"1208",6,10,19,0.8962
"1209",6,11,19,0.947
"1210",6,12,19,0.9751
"1211",6,13,19,0.9862
"1212",6,14,19,0.9948
"1213",6,15,19,0.9979
"1214",6,16,19,0.9997
"1215",6,17,19,1
"1216",6,18,19,1
"1217",6,19,19,1
"1218",7,8,19,0.6291
"1219",7,9,19,0.7323
"1220",7,10,19,0.8306
"1221",7,11,19,0.9005
"1222",7,12,19,0.9453
"1223",7,13,19,0.9709
"1224",7,14,19,0.9874
"1225",7,15,19,0.9949
"1226",7,16,19,0.9993
"1227",7,17,19,0.9996
"1228",7,18,19,1
"1229",7,19,19,1
"1230",8,9,19,0.624
"1231",8,10,19,0.7292
"1232",8,11,19,0.825
"1233",8,12,19,0.8972
"1234",8,13,19,0.9441
"1235",8,14,19,0.9735
"1236",8,15,19,0.9869
"1237",8,16,19,0.9962
"1238",8,17,19,0.9987
"1239",8,18,19,0.9996
"1240",8,19,19,1
"1241",9,10,19,0.6303
"1242",9,11,19,0.7364
"1243",9,12,19,0.8311
"1244",9,13,19,0.9006
"1245",9,14,19,0.9447
"1246",9,15,19,0.9753
"1247",9,16,19,0.9918
"1248",9,17,19,0.998
"1249",9,18,19,0.9994
"1250",9,19,19,0.9999
"1251",10,11,19,0.6313
"1252",10,12,19,0.7376
"1253",10,13,19,0.8308
"1254",10,14,19,0.903
"1255",10,15,19,0.9541
"1256",10,16,19,0.9802
"1257",10,17,19,0.9937
"1258",10,18,19,0.998
"1259",10,19,19,0.9997
"1260",11,12,19,0.6282
"1261",11,13,19,0.7497
"1262",11,14,19,0.8342
"1263",11,15,19,0.9184
"1264",11,16,19,0.9536
"1265",11,17,19,0.9841
"1266",11,18,19,0.9955
"1267",11,19,19,0.9992
"1268",12,13,19,0.6307
"1269",12,14,19,0.7418
"1270",12,15,19,0.8488
"1271",12,16,19,0.9222
"1272",12,17,19,0.9671
"1273",12,18,19,0.9889
"1274",12,19,19,0.9972
"1275",13,14,19,0.6371
"1276",13,15,19,0.758
"1277",13,16,19,0.8674
"1278",13,17,19,0.9357
"1279",13,18,19,0.9792
"1280",13,19,19,0.9961
"1281",14,15,19,0.6399
"1282",14,16,19,0.7749
"1283",14,17,19,0.882
"1284",14,18,19,0.9502
"1285",14,19,19,0.9901
"1286",15,16,19,0.6478
"1287",15,17,19,0.7988
"1288",15,18,19,0.9091
"1289",15,19,19,0.9759
"1290",16,17,19,0.6704
"1291",16,18,19,0.8315
"1292",16,19,19,0.9453
"1293",17,18,19,0.691
"1294",17,19,19,0.8863
"1295",18,19,19,0.7624
"1296",0,1,20,0.7631
"1297",0,2,20,0.8805
"1298",0,3,20,0.9493
"1299",0,4,20,0.977
"1300",0,5,20,0.9892
"1301",0,6,20,0.9956
"1302",0,7,20,0.9973
"1303",0,8,20,0.9993
"1304",0,9,20,0.9996
"1305",0,10,20,0.9999
"1306",0,11,20,1
"1307",0,12,20,1
"1308",0,13,20,1
"1309",0,14,20,1
"1310",0,15,20,1
"1311",0,16,20,1
"1312",0,17,20,1
"1313",0,18,20,1
"1314",0,19,20,1
"1315",0,20,20,1
"1316",1,2,20,0.6958
"1317",1,3,20,0.8258
"1318",1,4,20,0.9103
"1319",1,5,20,0.9496
"1320",1,6,20,0.9773
"1321",1,7,20,0.9896
"1322",1,8,20,0.9956
"1323",1,9,20,0.9976
"1324",1,10,20,0.9993
"1325",1,11,20,0.9997
"1326",1,12,20,0.9999
"1327",1,13,20,1
"1328",1,14,20,1
"1329",1,15,20,1
"1330",1,16,20,1
"1331",1,17,20,1
"1332",1,18,20,1
"1333",1,19,20,1
"1334",1,20,20,1
"1335",2,3,20,0.666
"1336",2,4,20,0.7941
"1337",2,5,20,0.8785
"1338",2,6,20,0.9319
"1339",2,7,20,0.9663
"1340",2,8,20,0.9836
"1341",2,9,20,0.9915
"1342",2,10,20,0.9968
"1343",2,11,20,0.9983
"1344",2,12,20,0.9992
"1345",2,13,20,0.9998
"1346",2,14,20,1
"1347",2,15,20,1
"1348",2,16,20,1
"1349",2,17,20,1
"1350",2,18,20,1
"1351",2,19,20,1
"1352",2,20,20,1
"1353",3,4,20,0.6533
"1354",3,5,20,0.7668
"1355",3,6,20,0.8528
"1356",3,7,20,0.9235
"1357",3,8,20,0.9563
"1358",3,9,20,0.9778
"1359",3,10,20,0.9909
"1360",3,11,20,0.9954
"1361",3,12,20,0.9981
"1362",3,13,20,0.9987
"1363",3,14,20,0.9995
"1364",3,15,20,1
"1365",3,16,20,1
"1366",3,17,20,1
"1367",3,18,20,1
"1368",3,19,20,1
"1369",3,20,20,1
"1370",4,5,20,0.6375
"1371",4,6,20,0.7625
"1372",4,7,20,0.8417
"1373",4,8,20,0.9061
"1374",4,9,20,0.9446
"1375",4,10,20,0.9744
"1376",4,11,20,0.9885
"1377",4,12,20,0.9939
"1378",4,13,20,0.9965
"1379",4,14,20,0.9994
"1380",4,15,20,0.9997
"1381",4,16,20,1
"1382",4,17,20,1
"1383",4,18,20,1
"1384",4,19,20,1
"1385",4,20,20,1
"1386",5,6,20,0.6397
"1387",5,7,20,0.7431
"1388",5,8,20,0.8312
"1389",5,9,20,0.9077
"1390",5,10,20,0.9397
"1391",5,11,20,0.9728
"1392",5,12,20,0.986
"1393",5,13,20,0.9948
"1394",5,14,20,0.9977
"1395",5,15,20,0.9989
"1396",5,16,20,0.9994
"1397",5,17,20,0.9999
"1398",5,18,20,0.9999
"1399",5,19,20,1
"1400",5,20,20,1
"1401",6,7,20,0.6163
"1402",6,8,20,0.7392
"1403",6,9,20,0.83
"1404",6,10,20,0.8934
"1405",6,11,20,0.9369
"1406",6,12,20,0.9689
"1407",6,13,20,0.9846
"1408",6,14,20,0.9946
"1409",6,15,20,0.997
"1410",6,16,20,0.9993
"1411",6,17,20,0.9999
"1412",6,18,20,1
"1413",6,19,20,1
"1414",6,20,20,1
"1415",7,8,20,0.6322
"1416",7,9,20,0.7435
"1417",7,10,20,0.8199
"1418",7,11,20,0.8944
"1419",7,12,20,0.9393
"1420",7,13,20,0.9677
"1421",7,14,20,0.9859
"1422",7,15,20,0.9939
"1423",7,16,20,0.9974
"1424",7,17,20,0.9989
"1425",7,18,20,0.9999
"1426",7,19,20,0.9999
"1427",7,20,20,1
"1428",8,9,20,0.627
"1429",8,10,20,0.7319
"1430",8,11,20,0.8222
"1431",8,12,20,0.8894
"1432",8,13,20,0.939
"1433",8,14,20,0.9688
"1434",8,15,20,0.9871
"1435",8,16,20,0.9955
"1436",8,17,20,0.9978
"1437",8,18,20,0.9999
"1438",8,19,20,0.9999
"1439",8,20,20,1
"1440",9,10,20,0.6282
"1441",9,11,20,0.7293
"1442",9,12,20,0.8192
"1443",9,13,20,0.8917
"1444",9,14,20,0.9423
"1445",9,15,20,0.9718
"1446",9,16,20,0.987
"1447",9,17,20,0.9956
"1448",9,18,20,0.9988
"1449",9,19,20,0.9993
"1450",9,20,20,0.9999
"1451",10,11,20,0.6258
"1452",10,12,20,0.7352
"1453",10,13,20,0.8256
"1454",10,14,20,0.8962
"1455",10,15,20,0.9461
"1456",10,16,20,0.974
"1457",10,17,20,0.9913
"1458",10,18,20,0.997
"1459",10,19,20,0.9987
"1460",10,20,20,0.9999
"1461",11,12,20,0.6212
"1462",11,13,20,0.7364
"1463",11,14,20,0.8254
"1464",11,15,20,0.8986
"1465",11,16,20,0.9517
"1466",11,17,20,0.9753
"1467",11,18,20,0.9925
"1468",11,19,20,0.9977
"1469",11,20,20,0.9997
"1470",12,13,20,0.6191
"1471",12,14,20,0.745
"1472",12,15,20,0.8296
"1473",12,16,20,0.9112
"1474",12,17,20,0.956
"1475",12,18,20,0.9834
"1476",12,19,20,0.9958
"1477",12,20,20,0.9987
"1478",13,14,20,0.6415
"1479",13,15,20,0.7545
"1480",13,16,20,0.8506
"1481",13,17,20,0.9207
"1482",13,18,20,0.9691
"1483",13,19,20,0.9903
"1484",13,20,20,0.9984
"1485",14,15,20,0.6325
"1486",14,16,20,0.7643
"1487",14,17,20,0.8628
"1488",14,18,20,0.9355
"1489",14,19,20,0.9766
"1490",14,20,20,0.996
"1491",15,16,20,0.6355
"1492",15,17,20,0.774
"1493",15,18,20,0.8783
"1494",15,19,20,0.9475
"1495",15,20,20,0.9907
"1496",16,17,20,0.6448
"1497",16,18,20,0.7976
"1498",16,19,20,0.9078
"1499",16,20,20,0.9741
"1500",17,18,20,0.6664
"1501",17,19,20,0.825
"1502",17,20,20,0.9476
"1503",18,19,20,0.6927
"1504",18,20,20,0.8825
"1505",19,20,20,0.7578
"1506",0,1,21,0.7651
"1507",0,2,21,0.8809
"1508",0,3,21,0.9466
"1509",0,4,21,0.9785
"1510",0,5,21,0.9896
"1511",0,6,21,0.9969
"1512",0,7,21,0.998
"1513",0,8,21,0.9993
"1514",0,9,21,0.9997
"1515",0,10,21,1
"1516",0,11,21,1
"1517",0,12,21,1
"1518",0,13,21,1
"1519",0,14,21,1
"1520",0,15,21,1
"1521",0,16,21,1
"1522",0,17,21,1
"1523",0,18,21,1
"1524",0,19,21,1
"1525",0,20,21,1
"1526",0,21,21,1
"1527",1,2,21,0.7004
"1528",1,3,21,0.825
"1529",1,4,21,0.9092
"1530",1,5,21,0.9539
"1531",1,6,21,0.9809
"1532",1,7,21,0.99
"1533",1,8,21,0.9955
"1534",1,9,21,0.998
"1535",1,10,21,0.9996
"1536",1,11,21,0.9998
"1537",1,12,21,1
"1538",1,13,21,1
"1539",1,14,21,1
"1540",1,15,21,1
"1541",1,16,21,1
"1542",1,17,21,1
"1543",1,18,21,1
"1544",1,19,21,1
"1545",1,20,21,1
"1546",1,21,21,1
"1547",2,3,21,0.6742
"1548",2,4,21,0.7977
"1549",2,5,21,0.8744
"1550",2,6,21,0.9327
"1551",2,7,21,0.9627
"1552",2,8,21,0.9813
"1553",2,9,21,0.9912
"1554",2,10,21,0.9966
"1555",2,11,21,0.9991
"1556",2,12,21,0.9996
"1557",2,13,21,0.9998
"1558",2,14,21,1
"1559",2,15,21,1
"1560",2,16,21,1
"1561",2,17,21,1
"1562",2,18,21,1
"1563",2,19,21,1
"1564",2,20,21,1
"1565",2,21,21,1
"1566",3,4,21,0.6572
"1567",3,5,21,0.7757
"1568",3,6,21,0.8584
"1569",3,7,21,0.9163
"1570",3,8,21,0.9538
"1571",3,9,21,0.9787
"1572",3,10,21,0.9886
"1573",3,11,21,0.9953
"1574",3,12,21,0.9989
"1575",3,13,21,0.9991
"1576",3,14,21,0.9996
"1577",3,15,21,1
"1578",3,16,21,1
"1579",3,17,21,1
"1580",3,18,21,1
"1581",3,19,21,1
"1582",3,20,21,1
"1583",3,21,21,1
"1584",4,5,21,0.6435
"1585",4,6,21,0.7517
"1586",4,7,21,0.845
"1587",4,8,21,0.9035
"1588",4,9,21,0.95
"1589",4,10,21,0.9732
"1590",4,11,21,0.9861
"1591",4,12,21,0.9946
"1592",4,13,21,0.9972
"1593",4,14,21,0.998
"1594",4,15,21,0.9999
"1595",4,16,21,1
"1596",4,17,21,1
"1597",4,18,21,1
"1598",4,19,21,1
"1599",4,20,21,1
"1600",4,21,21,1
"1601",5,6,21,0.6381
"1602",5,7,21,0.7511
"1603",5,8,21,0.8347
"1604",5,9,21,0.9
"1605",5,10,21,0.9458
"1606",5,11,21,0.9716
"1607",5,12,21,0.9839
"1608",5,13,21,0.9942
"1609",5,14,21,0.9967
"1610",5,15,21,0.9991
"1611",5,16,21,0.9998
"1612",5,17,21,1
"1613",5,18,21,1
"1614",5,19,21,1
"1615",5,20,21,1
"1616",5,21,21,1
"1617",6,7,21,0.6259
"1618",6,8,21,0.7378
"1619",6,9,21,0.8256
"1620",6,10,21,0.8886
"1621",6,11,21,0.9378
"1622",6,12,21,0.9665
"1623",6,13,21,0.9831
"1624",6,14,21,0.9917
"1625",6,15,21,0.9971
"1626",6,16,21,0.999
"1627",6,17,21,0.9993
"1628",6,18,21,0.9998
"1629",6,19,21,1
"1630",6,20,21,1
"1631",6,21,21,1
"1632",7,8,21,0.6218
"1633",7,9,21,0.7343
"1634",7,10,21,0.8171
"1635",7,11,21,0.8892
"1636",7,12,21,0.9392
"1637",7,13,21,0.9621
"1638",7,14,21,0.9827
"1639",7,15,21,0.9932
"1640",7,16,21,0.9973
"1641",7,17,21,0.999
"1642",7,18,21,0.9997
"1643",7,19,21,1
"1644",7,20,21,1
"1645",7,21,21,1
"1646",8,9,21,0.61
"1647",8,10,21,0.727
"1648",8,11,21,0.8205
"1649",8,12,21,0.8876
"1650",8,13,21,0.9309
"1651",8,14,21,0.9685
"1652",8,15,21,0.9846
"1653",8,16,21,0.9933
"1654",8,17,21,0.9978
"1655",8,18,21,0.9991
"1656",8,19,21,0.9999
"1657",8,20,21,0.9999
"1658",8,21,21,1
"1659",9,10,21,0.6179
"1660",9,11,21,0.715
"1661",9,12,21,0.8126
"1662",9,13,21,0.8874
"1663",9,14,21,0.9338
"1664",9,15,21,0.9672
"1665",9,16,21,0.9846
"1666",9,17,21,0.9926
"1667",9,18,21,0.9982
"1668",9,19,21,0.9994
"1669",9,20,21,0.9997
"1670",9,21,21,0.9999
"1671",10,11,21,0.6263
"1672",10,12,21,0.7259
"1673",10,13,21,0.8132
"1674",10,14,21,0.8888
"1675",10,15,21,0.9411
"1676",10,16,21,0.9697
"1677",10,17,21,0.9877
"1678",10,18,21,0.9943
"1679",10,19,21,0.9989
"1680",10,20,21,0.9996
"1681",10,21,21,1
"1682",11,12,21,0.6177
"1683",11,13,21,0.7287
"1684",11,14,21,0.8225
"1685",11,15,21,0.8926
"1686",11,16,21,0.944
"1687",11,17,21,0.9743
"1688",11,18,21,0.9891
"1689",11,19,21,0.9961
"1690",11,20,21,0.9991
"1691",11,21,21,0.9998
"1692",12,13,21,0.6256
"1693",12,14,21,0.7311
"1694",12,15,21,0.8253
"1695",12,16,21,0.8991
"1696",12,17,21,0.9489
"1697",12,18,21,0.9784
"1698",12,19,21,0.9915
"1699",12,20,21,0.997
"1700",12,21,21,0.9998
"1701",13,14,21,0.6237
"1702",13,15,21,0.7395
"1703",13,16,21,0.8299
"1704",13,17,21,0.9033
"1705",13,18,21,0.9503
"1706",13,19,21,0.9845
"1707",13,20,21,0.9961
"1708",13,21,21,0.9993
"1709",14,15,21,0.6264
"1710",14,16,21,0.7452
"1711",14,17,21,0.8397
"1712",14,18,21,0.9194
"1713",14,19,21,0.9615
"1714",14,20,21,0.9887
"1715",14,21,21,0.9981
"1716",15,16,21,0.6293
"1717",15,17,21,0.76
"1718",15,18,21,0.8619
"1719",15,19,21,0.9325
"1720",15,20,21,0.9764
"1721",15,21,21,0.9959
"1722",16,17,21,0.6491
"1723",16,18,21,0.7805
"1724",16,19,21,0.8863
"1725",16,20,21,0.9539
"1726",16,21,21,0.9903
"1727",17,18,21,0.6588
"1728",17,19,21,0.7874
"1729",17,20,21,0.9067
"1730",17,21,21,0.9756
"1731",18,19,21,0.6712
"1732",18,20,21,0.8309
"1733",18,21,21,0.9495
"1734",19,20,21,0.6995
"1735",19,21,21,0.8843
"1736",20,21,21,0.7548
"1737",0,1,22,0.7526
"1738",0,2,22,0.8883
"1739",0,3,22,0.9445
"1740",0,4,22,0.975
"1741",0,5,22,0.9886
"1742",0,6,22,0.996
"1743",0,7,22,0.998
"1744",0,8,22,0.9993
"1745",0,9,22,0.9997
"1746",0,10,22,1
"1747",0,11,22,1
"1748",0,12,22,1
"1749",0,13,22,1
"1750",0,14,22,1
"1751",0,15,22,1
"1752",0,16,22,1
"1753",0,17,22,1
"1754",0,18,22,1
"1755",0,19,22,1
"1756",0,20,22,1
"1757",0,21,22,1
"1758",0,22,22,1
"1759",1,2,22,0.691
"1760",1,3,22,0.8266
"1761",1,4,22,0.9096
"1762",1,5,22,0.9526
"1763",1,6,22,0.9773
"1764",1,7,22,0.9898
"1765",1,8,22,0.9946
"1766",1,9,22,0.9975
"1767",1,10,22,0.9989
"1768",1,11,22,0.9998
"1769",1,12,22,0.9999
"1770",1,13,22,1
"1771",1,14,22,1
"1772",1,15,22,1
"1773",1,16,22,1
"1774",1,17,22,1
"1775",1,18,22,1
"1776",1,19,22,1
"1777",1,20,22,1
"1778",1,21,22,1
"1779",1,22,22,1
"1780",2,3,22,0.6693
"1781",2,4,22,0.7924
"1782",2,5,22,0.8782
"1783",2,6,22,0.9324
"1784",2,7,22,0.966
"1785",2,8,22,0.9824
"1786",2,9,22,0.9913
"1787",2,10,22,0.9969
"1788",2,11,22,0.9987
"1789",2,12,22,0.9995
"1790",2,13,22,0.9998
"1791",2,14,22,0.9999
"1792",2,15,22,1
"1793",2,16,22,1
"1794",2,17,22,1
"1795",2,18,22,1
"1796",2,19,22,1
"1797",2,20,22,1
"1798",2,21,22,1
"1799",2,22,22,1
"1800",3,4,22,0.6475
"1801",3,5,22,0.7703
"1802",3,6,22,0.8611
"1803",3,7,22,0.9187
"1804",3,8,22,0.9549
"1805",3,9,22,0.974
"1806",3,10,22,0.988
"1807",3,11,22,0.995
"1808",3,12,22,0.9984
"1809",3,13,22,0.9994
"1810",3,14,22,0.9998
"1811",3,15,22,0.9998
"1812",3,16,22,0.9999
"1813",3,17,22,1
"1814",3,18,22,1
"1815",3,19,22,1
"1816",3,20,22,1
"1817",3,21,22,1
"1818",3,22,22,1
"1819",4,5,22,0.6365
"1820",4,6,22,0.7583
"1821",4,7,22,0.8445
"1822",4,8,22,0.9064
"1823",4,9,22,0.9466
"1824",4,10,22,0.9685
"1825",4,11,22,0.984
"1826",4,12,22,0.995
"1827",4,13,22,0.9974
"1828",4,14,22,0.9987
"1829",4,15,22,0.9993
"1830",4,16,22,0.9999
"1831",4,17,22,1
"1832",4,18,22,1
"1833",4,19,22,1
"1834",4,20,22,1
"1835",4,21,22,1
"1836",4,22,22,1
"1837",5,6,22,0.6299
"1838",5,7,22,0.7466
"1839",5,8,22,0.8321
"1840",5,9,22,0.9009
"1841",5,10,22,0.937
"1842",5,11,22,0.9674
"1843",5,12,22,0.9853
"1844",5,13,22,0.9915
"1845",5,14,22,0.9977
"1846",5,15,22,0.9984
"1847",5,16,22,0.9999
"1848",5,17,22,0.9999
"1849",5,18,22,1
"1850",5,19,22,1
"1851",5,20,22,1
"1852",5,21,22,1
"1853",5,22,22,1
"1854",6,7,22,0.6283
"1855",6,8,22,0.73
"1856",6,9,22,0.8175
"1857",6,10,22,0.8927
"1858",6,11,22,0.9333
"1859",6,12,22,0.96
"1860",6,13,22,0.9816
"1861",6,14,22,0.9916
"1862",6,15,22,0.9964
"1863",6,16,22,0.9983
"1864",6,17,22,0.9994
"1865",6,18,22,0.9997
"1866",6,19,22,0.9999
"1867",6,20,22,1
"1868",6,21,22,1
"1869",6,22,22,1
"1870",7,8,22,0.6227
"1871",7,9,22,0.7246
"1872",7,10,22,0.8218
"1873",7,11,22,0.8837
"1874",7,12,22,0.9324
"1875",7,13,22,0.9623
"1876",7,14,22,0.9834
"1877",7,15,22,0.9908
"1878",7,16,22,0.9961
"1879",7,17,22,0.9985
"1880",7,18,22,0.9996
"1881",7,19,22,0.9998
"1882",7,20,22,1
"1883",7,21,22,1
"1884",7,22,22,1
"1885",8,9,22,0.6234
"1886",8,10,22,0.7339
"1887",8,11,22,0.815
"1888",8,12,22,0.8862
"1889",8,13,22,0.9298
"1890",8,14,22,0.9621
"1891",8,15,22,0.9828
"1892",8,16,22,0.9917
"1893",8,17,22,0.9961
"1894",8,18,22,0.9978
"1895",8,19,22,0.9995
"1896",8,20,22,0.9998
"1897",8,21,22,1
"1898",8,22,22,1
"1899",9,10,22,0.6148
"1900",9,11,22,0.7166
"1901",9,12,22,0.8171
"1902",9,13,22,0.8871
"1903",9,14,22,0.9296
"1904",9,15,22,0.9659
"1905",9,16,22,0.9812
"1906",9,17,22,0.992
"1907",9,18,22,0.9969
"1908",9,19,22,0.9991
"1909",9,20,22,0.9995
"1910",9,21,22,1
"1911",9,22,22,1
"1912",10,11,22,0.6132
"1913",10,12,22,0.7253
"1914",10,13,22,0.8022
"1915",10,14,22,0.8841
"1916",10,15,22,0.9333
"1917",10,16,22,0.9685
"1918",10,17,22,0.9854
"1919",10,18,22,0.9933
"1920",10,19,22,0.9973
"1921",10,20,22,0.9994
"1922",10,21,22,1
"1923",10,22,22,1
"1924",11,12,22,0.6145
"1925",11,13,22,0.7192
"1926",11,14,22,0.8109
"1927",11,15,22,0.8826
"1928",11,16,22,0.9326
"1929",11,17,22,0.9684
"1930",11,18,22,0.9854
"1931",11,19,22,0.9943
"1932",11,20,22,0.999
"1933",11,21,22,0.9999
"1934",11,22,22,1
"1935",12,13,22,0.6071
"1936",12,14,22,0.7256
"1937",12,15,22,0.8164
"1938",12,16,22,0.8879
"1939",12,17,22,0.945
"1940",12,18,22,0.9741
"1941",12,19,22,0.9877
"1942",12,20,22,0.9968
"1943",12,21,22,0.999
"1944",12,22,22,1
"1945",13,14,22,0.6162
"1946",13,15,22,0.728
"1947",13,16,22,0.8275
"1948",13,17,22,0.9019
"1949",13,18,22,0.9477
"1950",13,19,22,0.9752
"1951",13,20,22,0.9916
"1952",13,21,22,0.9972
"1953",13,22,22,0.9997
"1954",14,15,22,0.6233
"1955",14,16,22,0.7353
"1956",14,17,22,0.8328
"1957",14,18,22,0.9064
"1958",14,19,22,0.9568
"1959",14,20,22,0.9825
"1960",14,21,22,0.9953
"1961",14,22,22,0.9994
"1962",15,16,22,0.6317
"1963",15,17,22,0.7489
"1964",15,18,22,0.8438
"1965",15,19,22,0.9196
"1966",15,20,22,0.9624
"1967",15,21,22,0.9884
"1968",15,22,22,0.9973
"1969",16,17,22,0.6367
"1970",16,18,22,0.7583
"1971",16,19,22,0.8592
"1972",16,20,22,0.9343
"1973",16,21,22,0.9745
"1974",16,22,22,0.9954
"1975",17,18,22,0.6421
"1976",17,19,22,0.772
"1977",17,20,22,0.8756
"1978",17,21,22,0.9528
"1979",17,22,22,0.9896
"1980",18,19,22,0.6579
"1981",18,20,22,0.7995
"1982",18,21,22,0.9081
"1983",18,22,22,0.9743
"1984",19,20,22,0.6603
"1985",19,21,22,0.8221
"1986",19,22,22,0.9434
"1987",20,21,22,0.6925
"1988",20,22,22,0.8845
"1989",21,22,22,0.7554
"1990",0,1,23,0.7529
"1991",0,2,23,0.8789
"1992",0,3,23,0.9451
"1993",0,4,23,0.9765
"1994",0,5,23,0.9894
"1995",0,6,23,0.9967
"1996",0,7,23,0.9975
"1997",0,8,23,0.9993
"1998",0,9,23,0.9997
"1999",0,10,23,0.9999
"2000",0,11,23,1
"2001",0,12,23,1
"2002",0,13,23,1
"2003",0,14,23,1
"2004",0,15,23,1
"2005",0,16,23,1
"2006",0,17,23,1
"2007",0,18,23,1
"2008",0,19,23,1
"2009",0,20,23,1
"2010",0,21,23,1
"2011",0,22,23,1
"2012",0,23,23,1
